reviewed,word
и҆з.бра́-нї-е,и҆з.бра́-нї-е
и҆з.бра́н-на,и҆з.бра́н-на
и҆з.бра́н-на-го,и҆з.бра́н-на-го
и҆з.бра́н-на-гѡ,и҆з.бра́н-на-гѡ
и҆з.бра́н-на-ѧ,и҆з.бра́н-на-ѧ
и҆з.бра́н-нї-и,и҆з.бра́н-нї-и
и҆з.бра́н-нꙋ-ю,и҆з.бра́н-нꙋ-ю
и҆з.бра́н-ный,и҆з.бра́н-ный
и҆з.бра́н-ны-ми,и҆з.бра́н-ны-ми
и҆з.бра̑н-нымъ,и҆з.бра̑н-нымъ
и҆з.бра́н-ныхъ,и҆з.бра́н-ныхъ
и҆з.бра̑н-ны-ѧ,и҆з.бра̑н-ны-ѧ
и҆з.бра́нъ,и҆з.бра́нъ
и҆з.бра́хъ,и҆з.бра́хъ
и҆з.бы́въ,и҆з.бы́въ
и҆з.бы́-ти,и҆з.бы́-ти
и҆з.бѣ.га́-емъ,и҆з.бѣ.га́-емъ
и҆з.бѣ́глъ,и҆з.бѣ́глъ
и҆з.бѣ.жа́въ,и҆з.бѣ.жа́въ
и҆з.бѣ.жа́-ти,и҆з.бѣ.жа́-ти
и҆з.ве-дѐ,и҆з.ве-дѐ
и҆з.ве-де́тъ,и҆з.ве-де́тъ
и҆з.ве-дѝ,и҆з.ве-дѝ
и҆з.ве-до́хъ,и҆з.ве-до́хъ
и҆з.ве-ды́й,и҆з.ве-ды́й
и҆з.ве́лъ,и҆з.ве́лъ
и҆з.ве-стѝ,и҆з.ве-стѝ
и҆з.ви-ті́й-ство-ва,и҆з.ви-ті́й-ство-ва
и҆з.вле́къ,и҆з.вле́къ
и҆з.во-ле́-нї-е,и҆з.во-ле́-нї-е
и҆з.во-ле́-нї-емъ,и҆з.во-ле́-нї-емъ
и҆з.во́-ли,и҆з.во́-ли
и҆з.во́-лив-ша-го,и҆з.во́-лив-ша-го
и҆з.во́-ли-вый,и҆з.во́-ли-вый
и҆з.во́-лилъ,и҆з.во́-лилъ
и҆з.во́-литъ,и҆з.во́-литъ
и҆з.во́-лихъ,и҆з.во́-лихъ
и҆з.вѣ́*ст.во-ва-ше,и҆з.вѣ́*ст.во-ва-ше
и҆з.вѣ*ст.вꙋ́-е-ши,и҆з.вѣ*ст.вꙋ́-е-ши
и҆з.вѣ́-стенъ,и҆з.вѣ́-стенъ
и҆з.вѣ-сти́,и҆з.вѣ-сти́
и҆з.вѣ-стѝ,и҆з.вѣ-стѝ
и҆з.вѣ́ст-но,и҆з.вѣ́ст-но
и҆з.вѣ́ст-нѡ,и҆з.вѣ́ст-нѡ
и҆з.вѣ́ст-но-е,и҆з.вѣ́ст-но-е
и҆з.вѣ́ст-нѣй-ше-е,и҆з.вѣ́ст-нѣй-ше-е
и҆з.вѣ-ще́-нї-е,и҆з.вѣ-ще́-нї-е
и҆з.вѣ-щє́н-нымъ,и҆з.вѣ-щє́н-нымъ
и҆з.гна̀,и҆з.гна̀
и҆з.гна́въ,и҆з.гна́въ
и҆з.гна́лъ,и҆з.гна́лъ
и҆з.гна́-ни,и҆з.гна́-ни
и҆з.гна́-нї-е,и҆з.гна́-нї-е
и҆з.гна́-нї-и,и҆з.гна́-нї-и
и҆з.гна́нъ,и҆з.гна́нъ
и҆з.гна́-ша,и҆з.гна́-ша
и҆*з.да-ле́-ча,и҆*з.да-ле́-ча
и҆*з.ды-ха́-нї-ѧ,и҆*з.ды-ха́-нї-ѧ
и҆з.же-нꙋ́тъ,и҆з.же-нꙋ́тъ
и҆з.ли-ва́-е-ши,и҆з.ли-ва́-е-ши
и҆з.лї-ѧ̀,и҆з.лї-ѧ̀
и҆з.лї-ѧ́лъ,и҆з.лї-ѧ́лъ
и҆з.лї-ѧ́-сѧ,и҆з.лї-ѧ́-сѧ
и҆з.ми́,и҆з.ми́
и҆з.мѝ,и҆з.мѝ
и҆з.мла́-да,и҆з.мла́-да
и҆з.мо-ве́-ни,и҆з.мо-ве́-ни
и҆з.мѣ-не́-нї-е,и҆з.мѣ-не́-нї-е
и҆з.мѣ-не́-нї-емъ,и҆з.мѣ-не́-нї-емъ
и҆з.мѣ-не́-нї-ѧ,и҆з.мѣ-не́-нї-ѧ
и҆з.мѣ-нѝ,и҆з.мѣ-нѝ
и҆з.мѣ-ни́л-сѧ,и҆з.мѣ-ни́л-сѧ
и҆з.мѣ-ни́лъ,и҆з.мѣ-ни́лъ
и҆з.мѣ-ни́-сѧ,и҆з.мѣ-ни́-сѧ
и҆з.мѣ-ни́тъ,и҆з.мѣ-ни́тъ
и҆з.мѣ́н-ше-мꙋ,и҆з.мѣ́н-ше-мꙋ
и҆з.мѣ́н-ше-сѧ,и҆з.мѣ́н-ше-сѧ
и҆з.мѣ-нѧ́-ше-сѧ,и҆з.мѣ-нѧ́-ше-сѧ
и҆з.мѣ-нѧ́-ю-щи,и҆з.мѣ-нѧ́-ю-щи
и҆*з.не-мо-га́-етъ,и҆*з.не-мо-га́-етъ
и҆*з.не-мо-го́-ша,и҆*з.не-мо-го́-ша
и҆*з.не-мо́-же,и҆*з.не-мо́-же
и҆*з.не-сѐ,и҆*з.не-сѐ
и҆*з.но́-ситъ,и҆*з.но́-ситъ
и҆*з.нꙋ-ри́лъ,и҆*з.нꙋ-ри́лъ
и҆-зо*ч.те́тъ,и҆-зо*ч.те́тъ
и҆*з.ра́-иль,и҆*з.ра́-иль
и҆*з.ра-стѝ,и҆*з.ра-стѝ
и҆*з.ре.че́-нї-ѧ,и҆*з.ре.че́-нї-ѧ
и҆*з.ре.щѝ,и҆*з.ре.щѝ
и҆*з.ри-но-ве́-на,и҆*з.ри-но-ве́-на
и҆*з.рѣ-ши́-хом-сѧ,и҆*з.рѣ-ши́-хом-сѧ
и҆*з.рѧ́-денъ,и҆*з.рѧ́-денъ
и҆*з.рѧ́д.на,и҆*з.рѧ́д.на
и҆*з.рѧ́д.нѡ,и҆*з.рѧ́д.нѡ
и҆*з.рѧ́д.но-е,и҆*з.рѧ́д.но-е
и҆*з.рѧ́д.ный,и҆*з.рѧ́д.ный
и҆*з.рѧ́д.ны-ѧ,и҆*з.рѧ́д.ны-ѧ
и҆*з.рѧ́д.нѣ-е,и҆*з.рѧ́д.нѣ-е
и҆з.се-ле́нъ,и҆з.се-ле́нъ
и҆з.со́х-ше,и҆з.со́х-ше
и҆з.стꙋ-пле́-нї-е,и҆з.стꙋ-пле́-нї-е
и҆з.сꙋ-ша́-ет-сѧ,и҆з.сꙋ-ша́-ет-сѧ
и҆з.сꙋ-шѝ,и҆з.сꙋ-шѝ
и҆з.сꙋ-ши́в-ше-мꙋ,и҆з.сꙋ-ши́в-ше-мꙋ
и҆з.сꙋ-ши́лъ,и҆з.сꙋ-ши́лъ
и҆*з.цѣ-ле́-нї-е,и҆*з.цѣ-ле́-нї-е
и҆*з.цѣ-лє́-нї-ѧ,и҆*з.цѣ-лє́-нї-ѧ
и҆з.ше́д-ше,и҆з.ше́д-ше
и҆з.ше́дъ,и҆з.ше́дъ
и҆з.ше́лъ,и҆з.ше́лъ
и҆з̾-ꙋ.вѧ́д.шꙋ,и҆з̾-ꙋ.вѧ́д.шꙋ
и҆з̾.ꙋ.мѣ-ва́-етъ,и҆з̾.ꙋ.мѣ-ва́-етъ
и҆.зы-ди́-те,и҆.зы-ди́-те
и҆.зы-до́-сте,и҆.зы-до́-сте
и҆.зы-до́хъ,и҆.зы-до́хъ
и҆.зы-до́-ша,и҆.зы-до́-ша
и҆.лѝ,и҆.лѝ
и҆.лї-а̀,и҆.лї-а̀
и҆.лї-а́нъ,и҆.лї-а́нъ
и҆.лї-ѐ,и҆.лї-ѐ
и҆.лї-ѝ,и҆.лї-ѝ
и҆.лї-и.нꙋ̀,и҆.лї-и.нꙋ̀
и҆.лї-о-дѡ́ръ,и҆.лї-о-дѡ́ръ
и-мѣ́-ѧ.и,и-мѣ́-ѧ.и
и҆.но́-го,и҆.но́-го
и҆.но́-гѡ,и҆.но́-гѡ
и҆.но́-е,и҆.но́-е
и҆́-но.ка,и҆́-но.ка
и҆́-но.кѡвъ,и҆́-но.кѡвъ
и҆́-но.кѡмъ,и҆́-но.кѡмъ
и҆.но́-мꙋ,и҆.но́-мꙋ
и҆.но́мъ,и҆.но́мъ
и҆.но-пле-ме́н-ни-ка,и҆.но-пле-ме́н-ни-ка
и҆.но-пле-ме́н-ни-ки,и҆.но-пле-ме́н-ни-ки
и҆.но-пле-ме́н-ни-кѡвъ,и҆.но-пле-ме́н-ни-кѡвъ
и҆.но-пле-ме́н-никъ,и҆.но-пле-ме́н-никъ
и҆.но-пле-мє́н-ни-цы,и҆.но-пле-мє́н-ни-цы
и҆.но-пле-мє́н-ни-чи,и҆.но-пле-мє́н-ни-чи
и҆.но-пле-ме́н-ныхъ,и҆.но-пле-ме́н-ныхъ
и҆-ра́.клїй,и҆-ра́.клїй
и҆́-рѡ.да,и҆́-рѡ.да
и҆-са́.ї-е,и҆-са́.ї-е
и҆-са́.ї-и,и҆-са́.ї-и
и҆-са́.ї-и-на,и҆-са́.ї-и-на
и҆-са́.ї-но,и҆-са́.ї-но
и҆-са́.ї-ныхъ,и҆-са́.ї-ныхъ
и҆-са́.ї-ѧ,и҆-са́.ї-ѧ
и҆-са́.ѵꙋ,и҆-са́.ѵꙋ
и҆-спо́л-не.на,и҆-спо́л-не.на
и҆-спо́л-не.ни,и҆-спо́л-не.ни
и҆-спо́л-не.но,и҆-спо́л-не.но
и҆-спо́л-не.нꙋ,и҆-спо́л-не.нꙋ
и҆-спо́л.ни,и҆-спо́л.ни
и҆-спо́л.нив-сѧ,и҆-спо́л.нив-сѧ
и҆-спо́л.нивъ,и҆-спо́л.нивъ
и҆-спо́л.ни-вый,и҆-спо́л.ни-вый
и҆-спо́л.ни-ла,и҆-спо́л.ни-ла
и҆-спо́л.нил-сѧ,и҆-спо́л.нил-сѧ
и҆-спо́л.нилъ,и҆-спо́л.нилъ
и҆-спо́л.нимъ,и҆-спо́л.нимъ
и҆-спо́л.ни-сѧ,и҆-спо́л.ни-сѧ
и҆-спо́л.ни-тель,и҆-спо́л.ни-тель
и҆-спо́л.ни-те-сѧ,и҆-спо́л.ни-те-сѧ
и҆-спо́л.ни-ти,и҆-спо́л.ни-ти
и҆-спо́л.ни-ти-сѧ,и҆-спо́л.ни-ти-сѧ
и҆-спо́л.нитъ,и҆-спо́л.нитъ
и҆-спо́л.ни.хом-сѧ,и҆-спо́л.ни.хом-сѧ
и҆-спо́л.них-сѧ,и҆-спо́л.них-сѧ
и҆-стрѧ́с.ше-мꙋ,и҆-стрѧ́с.ше-мꙋ
и҆.сча̑-дї-ѧ,и҆.сча̑-дї-ѧ
и҆.сче-за́-етъ,и҆.сче-за́-етъ
и҆.сче.зѐ,и҆.сче.зѐ
и҆.сче́з-нꙋтъ,и҆.сче́з-нꙋтъ
и҆.сче-зо́-ша,и҆.сче-зо́-ша
и҆.счи-та́-ет-сѧ,и҆.счи-та́-ет-сѧ
і҆-а́-кѡ.ве,і҆-а́-кѡ.ве
і҆-а́-кѡв.ли,і҆-а́-кѡв.ли
і҆-а́-кѡв.лю,і҆-а́-кѡв.лю
і҆-а́-кѡв.лѧ,і҆-а́-кѡв.лѧ
і҆-а́-кѡ.вомъ,і҆-а́-кѡ.вомъ
і҆-а́-кѡ.вꙋ,і҆-а́-кѡ.вꙋ
і҆-ам.влі́хъ,і҆-ам.влі́хъ
і҆*аⷩ҇,і҆*аⷩ҇
і҆.ан-нꙋ-а́-рї-а,і҆.ан-нꙋ-а́-рї-а
і҆.ан-нꙋ-а́-рїй,і҆.ан-нꙋ-а́-рїй
і҆-дѡ.ло-не-и́-стов-ства,і҆-дѡ.ло-не-и́-стов-ства
і҆.е-зе-кі́-и-ле-ва,і҆.е-зе-кі́-и-ле-ва
і҆.е-зе-кі́-и-лемъ,і҆.е-зе-кі́-и-лемъ
і҆.е-зе-кї-и́ль,і҆.е-зе-кї-и́ль
і҆.е́-на,і҆.е́-на
і҆.е́нъ,і҆.е́нъ
і҆.е́-ны,і҆.е́-ны
і҆.є́-ны,і҆.є́-ны
і҆.є́-нѣ,і҆.є́-нѣ
і҆.е-ра́р-ха,і҆.е-ра́р-ха
і҆.е-ра́р-хѡвъ,і҆.е-ра́р-хѡвъ
і҆.е-ра́рхъ,і҆.е-ра́рхъ
і҆.е-ра́р-ше,і҆.е-ра́р-ше
і҆.е-ра́ѯъ,і҆.е-ра́ѯъ
і҆.е-ре́-а,і҆.е-ре́-а
і҆.е-ре́-євъ,і҆.е-ре́-євъ
і҆.е-ре́.ехъ,і҆.е-ре́.ехъ
і҆.е-ре́й,і҆.е-ре́й
і҆.е-ре.мі́-а,і҆.е-ре.мі́-а
і҆.е-ре.мі́-и,і҆.е-ре.мі́-и
і҆.е-ре.мі́-ю,і҆.е-ре.мі́-ю
і҆.е-ре́-ю,і҆.е-ре́-ю
і҆.е-ро-во-а́.ма,і҆.е-ро-во-а́.ма
і҆.е-ро-во-а́мъ,і҆.е-ро-во-а́мъ
і҆.е-ро-мо-на́-ха,і҆.е-ро-мо-на́-ха
і҆.е.рѡ́нъ,і҆.е.рѡ́нъ
і҆.е.рѡ-нѵ́мъ,і҆.е.рѡ-нѵ́мъ
і҆ерⷭ҇ли́-ма,і҆.ерⷭ҇ли́-ма
і҆ерⷭ҇ли́-ме,і҆.ерⷭ҇ли́-ме
і҆ерⷭ҇ли́м-ска-гѡ,і҆.ерⷭ҇ли́м-ска-гѡ
і҆ерⷭ҇ли́-мꙋ,і҆.ерⷭ҇ли́-мꙋ
і҆ерⷭ҇ли́мъ,і҆.ерⷭ҇ли́мъ
і҆ерⷭ҇ли́-мѣ,і҆.ерⷭ҇ли́-мѣ
і҆.е-рꙋ-са-ли́-ма,і҆.е-рꙋ-са-ли́-ма
і҆.е-рꙋ-са-ли́-ме,і҆.е-рꙋ-са-ли́-ме
і҆.е-рꙋ-са-ли́мль,і҆.е-рꙋ-са-ли́мль
і҆.е-рꙋ-са-ли́м-ска-гѡ,і҆.е-рꙋ-са-ли́м-ска-гѡ
і҆.е-рꙋ-са-ли́-мꙋ,і҆.е-рꙋ-са-ли́-мꙋ
і҆.е-рꙋ-са-ли́мъ,і҆.е-рꙋ-са-ли́мъ
і҆.е-рꙋ-са-ли́-мѣ,і҆.е-рꙋ-са-ли́-мѣ
і҆.ес.се́-е-ва,і҆.ес.се́-е-ва
і҆.ес.се́.о-ва,і҆.ес.се́.о-ва
і҆*з.ра́-и.ле-вꙋ,і҆*з.ра́-и.ле-вꙋ
і҆*з.ра́-и.левъ,і҆*з.ра́-и.левъ
і҆*з.ра́-и.лє-вы,і҆*з.ра́-и.лє-вы
і҆*з.ра́-и.лє-вымъ,і҆*з.ра́-и.лє-вымъ
і҆*з.ра́-и.ле-вѣ,і҆*з.ра́-и.ле-вѣ
і҆*з.ра́-иль,і҆*з.ра́-иль
і҆*з.ра́-иль-тє-скимъ,і҆*з.ра́-иль-тє-скимъ
і҆*з.ра́-иль-те-скї-ѧ,і҆*з.ра́-иль-те-скї-ѧ
і҆*з.ра́-иль-тє-скї-ѧ,і҆*з.ра́-иль-тє-скї-ѧ
і҆*з.ра́-иль-те-стї-и,і҆*з.ра́-иль-те-стї-и
і҆*з.ра́-иль-тѧ-не,і҆*з.ра́-иль-тѧ-не
і҆*з.ра́-иль-тѧ-нинъ,і҆*з.ра́-иль-тѧ-нинъ
і҆*з.ра́-иль-тѧ-нѡмъ,і҆*з.ра́-иль-тѧ-нѡмъ
і҆*з.ра́-и.лю,і҆*з.ра́-и.лю
і҆*з.ра́-и.лѧ,і҆*з.ра́-и.лѧ
і҆*з.ра́-ї.лѧ,і҆*з.ра́-ї.лѧ
і҆и҃ле.ви,і҆и҃ле.ви
і҆.и-сꙋ́-са,і҆.и-сꙋ́-са
і҆.и-сꙋ́-се,і҆.и-сꙋ́-се
і҆.и-сꙋ́-сꙋ,і҆.и-сꙋ́-сꙋ
і҆.и-сꙋ́съ,і҆.и-сꙋ́съ
і҆.и.ꙋ́й,і҆.и.ꙋ́й
і҆.ла́-рї-а,і҆.ла́-рї-а
і҆.ла́-рїй,і҆.ла́-рїй
і҆н-но.ке́н-тї-а,і҆н-но.ке́н-тї-а
і҆н-но.ке́н-тї-е,і҆н-но.ке́н-тї-е
і҆.ѡ.а́-вꙋ,і҆.ѡ.а́-вꙋ
і҆.ѡ.а́въ,і҆.ѡ.а́въ
і҆.ѡ.а́дъ,і҆.ѡ.а́дъ
і҆.ѡ-а-кі́-ма,і҆.ѡ-а-кі́-ма
і҆.ѡ-а-кі́мъ,і҆.ѡ-а-кі́мъ
і҆.ѡ.а́н-на,і҆.ѡ.а́н-на
і҆.ѡ.а́н-не,і҆.ѡ.а́н-не
і҆.ѡ.ан-ні́-кїй,і҆.ѡ.ан-ні́-кїй
і҆.ѡ.а́н-но-ва,і҆.ѡ.а́н-но-ва
і҆.ѡ.а́н-но-во,і҆.ѡ.а́н-но-во
і҆.ѡ.а́н-номъ,і҆.ѡ.а́н-номъ
і҆.ѡ.а́н-нꙋ,і҆.ѡ.а́н-нꙋ
і҆.ѡ.а́ннъ,і҆.ѡ.а́ннъ
і҆.ѡ.а́н-нѣ,і҆.ѡ.а́н-нѣ
і҆.ѡ.а-са́-фа,і҆.ѡ.а-са́-фа
і҆.ѡ.а-са́-фе,і҆.ѡ.а-са́-фе
і҆.ѡ.а-са́*фъ,і҆.ѡ.а-са́*фъ
і҆.ѡ.а́съ,і҆.ѡ.а́съ
і҆́.ѡ-ва,і҆́.ѡ-ва
і҆́.ѡ.ве,і҆́.ѡ.ве
і҆́.ѡ.вꙋ,і҆́.ѡ.вꙋ
і҆́.ѡвъ,і҆́.ѡвъ
і҆.ѡ-и́ль,і҆.ѡ-и́ль
і҆.ѡ́-на,і҆.ѡ́-на
і҆.ѡ-на-ѳа́-на,і҆.ѡ-на-ѳа́-на
і҆.ѡ-на-ѳа́-нꙋ,і҆.ѡ-на-ѳа́-нꙋ
і҆.ѡ-на-ѳа́нъ,і҆.ѡ-на-ѳа́нъ
і҆.ѡ́-ни-но,і҆.ѡ́-ни-но
і҆.ѡ́-но,і҆.ѡ́-но
і҆.ѡ́-но-ю,і҆.ѡ́-но-ю
і҆.ѡ́-нꙋ,і҆.ѡ́-нꙋ
і҆.ѡ́-ны,і҆.ѡ́-ны
і҆.ѡ́-нѣ,і҆.ѡ́-нѣ
і҆.ѡ.ра́мъ,і҆.ѡ.ра́мъ
і҆.ѡ.са-фа́тъ,і҆.ѡ.са-фа́тъ
і҆.ѡ́-си-фа,і҆.ѡ́-си-фа
і҆.ѡ́-си-фе,і҆.ѡ́-си-фе
і҆.ѡ́-си-фо.во,і҆.ѡ́-си-фо.во
і҆.ѡ́-си-фомъ,і҆.ѡ́-си-фомъ
і҆.ѡ́-си-фꙋ,і҆.ѡ́-си-фꙋ
і҆.ѡ́-си*фъ,і҆.ѡ́-си*фъ
і҆.ѡ-сі́-а,і҆.ѡ-сі́-а
і҆.ѡ-сі́-и,і҆.ѡ-сі́-и
і҆.ѡ-сі́й,і҆.ѡ-сі́й
і҆-ри.на́рхъ,і҆-ри.на́рхъ
і҆р-мо.со́мъ,і҆р-мо.со́мъ
і҆р-мо.сы̀,і҆р-мо.сы̀
і҆-сі́-дѡ.ре,і҆-сі́-дѡ.ре
і҆-сма́-и.ла,і҆-сма́-и.ла
і҆.ꙋ-ве-на́-лїй,і҆.ꙋ-ве-на́-лїй
і҆.ꙋ.вен-ті́нъ,і҆.ꙋ.вен-ті́нъ
і҆.ꙋ́-да,і҆.ꙋ́-да
і҆.ꙋ-де́-а,і҆.ꙋ-де́-а
і҆.ꙋ-де́-є,і҆.ꙋ-де́-є
і҆.ꙋ-де́-ємъ,і҆.ꙋ-де́-ємъ
і҆.ꙋ-де́-и,і҆.ꙋ-де́-и
і҆.ꙋ-дє́-и,і҆.ꙋ-дє́-и
і҆.ꙋ.дє́й,і҆.ꙋ.дє́й
і҆.ꙋ-де́й-ска,і҆.ꙋ-де́й-ска
і҆.ꙋ-де́й-скїй,і҆.ꙋ-де́й-скїй
і҆.ꙋ.дє́й-скї-ѧ,і҆.ꙋ.дє́й-скї-ѧ
і҆.ꙋ-де́й-стѣмъ,і҆.ꙋ-де́й-стѣмъ
і҆.ꙋ-де́-ѡмъ,і҆.ꙋ-де́-ѡмъ
і҆.ꙋ-де́-ю,і҆.ꙋ-де́-ю
і҆.ꙋ́-ди-на,і҆.ꙋ́-ди-на
і҆.ꙋ́-ди-нꙋ,і҆.ꙋ́-ди-нꙋ
і҆.ꙋ́-динъ,і҆.ꙋ́-динъ
і҆.ꙋ̑-ди-ны,і҆.ꙋ̑-ди-ны
і҆.ꙋ́-ди-ныхъ,і҆.ꙋ́-ди-ныхъ
і҆.ꙋ́-ди-нѣ,і҆.ꙋ́-ди-нѣ
і҆.ꙋ-ді́ѳъ,і҆.ꙋ-ді́ѳъ
і҆.ꙋ́-до,і҆.ꙋ́-до
і҆.ꙋ́-до-ва,і҆.ꙋ́-до-ва
і҆.ꙋ́-дꙋ,і҆.ꙋ́-дꙋ
і҆.ꙋ́-ды,і҆.ꙋ́-ды
і҆.ꙋ́-дѣ,і҆.ꙋ́-дѣ
і҆.ꙋ́-лї-а,і҆.ꙋ́-лї-а
і҆.ꙋ.лї-а-ні́-а,і҆.ꙋ.лї-а-ні́-а
і҆.ꙋ.лї-а́нъ,і҆.ꙋ.лї-а́нъ
і҆.ꙋ́-лїй,і҆.ꙋ́-лїй
і҆.ꙋ́-нї-а,і҆.ꙋ́-нї-а
і҆.ꙋ́-нїй,і҆.ꙋ́-нїй
і҆.ꙋ-сті́-на,і҆.ꙋ-сті́-на
і҆.ꙋ-стї-нї-а́нъ,і҆.ꙋ-стї-нї-а́нъ
і҆.ꙋ-сті́нъ,і҆.ꙋ-сті́нъ
і҆.ꙋ́стъ,і҆.ꙋ́стъ
ка-за́х.ска-ѧ,ка-за́х.ска-ѧ
ка-за́х.скихъ,ка-за́х.скихъ
ка-за́х.скїй,ка-за́х.скїй
ка-за́х.скї-ѧ,ка-за́х.скї-ѧ
ка-зах.ста́нъ,ка-зах.ста́нъ
ка́.їнъ,ка́.їнъ
ка-л*і́-са,ка-л*і́-са
ка-лꙋ́*фъ,ка-лꙋ́*фъ
кам-па́нъ,ка.м*па́нъ
ка*м-ча́т-скїй,ка*м-ча́т-скїй
ка-нѡ́.на,ка-нѡ́.на
ка-нѡ́.нѡвъ,ка-нѡ́.нѡвъ
ка-нѡ́.ны,ка-нѡ́.ны
ка-пе.тѡ-лі́-на,ка-пе.тѡ-лі́-на
ка́.плю,ка́.плю
ка́.плютъ,ка́.плютъ
ка-стрі́.хїй,ка-стрі́.хїй
ка-та.ва́-сї-а,ка-та.ва́-сї-а
ка-та.ва́-сї-ѧ,ка-та.ва́-сї-ѧ
ка-ѳі́.сма,ка-ѳі́.сма
ка-ѳі́.сма-ми,ка-ѳі́.сма-ми
ка-ѳі́.смахъ,ка-ѳі́.смахъ
ка-ѳі́.смо-ю,ка-ѳі́.смо-ю
ка-ѳі́.смꙋ,ка-ѳі́.смꙋ
ка-ѳі́.смѣ,ка-ѳі́.смѣ
кє́л.лї-и,кє́л.лї-и
кир.ги́-зї-а,кир.ги́-зї-а
кир.ги́з-ска-гѡ,кир.ги́з-ска-гѡ
кир.ги́з-скихъ,кир.ги́з-скихъ
кир.ги́з-скїй,кир.ги́з-скїй
кир.ги́з-стї-и,кир.ги́з-стї-и
кі́-и.ми,кі́-и.ми
кїн-тї-лї.а́нъ,кїн-тї-лї.а́нъ
кла́-дѧзь,кла́-дѧ.зь
кла́-дѧ.зѧ,кла́-дѧ.зѧ
кла́-нѧ.ем-сѧ,кла́-нѧ.ем-сѧ
кла́-нѧ.ти-сѧ,кла́-нѧ.ти-сѧ
кла́-нѧ.ю-щым-сѧ,кла́-нѧ.ю-щым-сѧ
кле-о-па́.тра,кле-о-па́.тра
клѧ́*т.ва,клѧ́*т.ва
клѧ́*т.вен-на-гѡ,клѧ́*т.вен-на-гѡ
клѧ́т.во-ю,клѧ́т.во-ю
клѧ́т.вꙋ,клѧ́т.вꙋ
клѧ́т.вы,клѧ́т.вы
к*ни́.га,к*ни́.га
к*ни́.ги,к*ни́.ги
к*ни́.гꙋ,к*ни́.гꙋ
к*ни́гъ,к*ни́гъ
к*ни́ж-ни-ки,к*ни́ж-ни-ки
к*ни̑ж-никъ,к*ни̑ж-никъ
к*ни́ж-ни-цы,к*ни́ж-ни-цы
к*ни́-зѣ,к*ни́-зѣ
к*нѧ-ги́-не,к*нѧ-ги́-не
к*нѧ-ги́-ни,к*нѧ-ги́-ни
к*нѧ-ги́-нѧ,к*нѧ-ги́-нѧ
к*нѧ́-же,к*нѧ́-же
кнѧ.зє́мъ,кнѧ.зє́мъ
к*нѧ́-зи,к*нѧ́-зи
к*нѧ́зь,к*нѧ́зь
к*нѧ́-зю,к*нѧ́-зю
к*нѧ́.зѧ,к*нѧ́.зѧ
ко.вче́-га,ко.вче́-га
ко.вче́гъ,ко.вче́гъ
ко.вче́-же,ко.вче́-же
ко-е.гѡ́-ждо,ко-е.гѡ́-ждо
ко-е.мꙋ́-ждо,ко-е.мꙋ́-ждо
коз.ла̀,коз.ла̀
ко́*з.ней,ко́*з.ней
кѡ́*з.ни,кѡ́*з.ни
к*о́зъ,к*о́зъ
ко.і́нтъ,ко.і́нтъ
ко-ле́б.ле-мꙋ-ю,ко-ле́б.ле-мꙋ-ю
ко-лос.са́-ємъ,ко-лос.са́-ємъ
кон.ко́р-дї-а,кон.ко́р-дї-а
кон.ко́р-дїй,кон.ко́р-дїй
кѡн-стан-ті́-н*ꙋ,кѡн-стан-ті́-н*ꙋ
кон.цꙋ̀,кон.цꙋ̀
кон.цѣ̀,кон.цѣ̀
ко-рі́н.ѳѧ-нѡмъ,ко-рі́н.ѳѧ-нѡмъ
ко́р*м-чїй,ко́р*м-чїй
ко́р*м-чї-ю,ко́р*м-чї-ю
кѡ.ры́-сти,кѡ.ры́-сти
ко*с.не́т-сѧ,ко*с.не́т-сѧ
кра-е.сѣ-ко́-мый,кра-е.сѣ-ко́-мый
кра-е.ꙋ-го́ль-на-гѡ,кра-е.ꙋ-го́ль-на-гѡ
кра-е.ꙋ-го́ль-ный,кра-е.ꙋ-го́ль-ный
кра-е.гра-не́-сї-е,кра-е.гра-не́-сї-е
кра-е.стро́-чї-е,кра-е.стро́-чї-е
кра̑*с.на-ѧ,кра̑*с.на-ѧ
кра̑*с.ны,кра̑*с.ны
кра-со.ты̑,кра-со.ты̑
кра-сѡ.ты̀,кра-сѡ.ты̀
кро́*т.кимъ,кро́*т.кимъ
кро́*т.кихъ,кро́*т.кихъ
кро́*т.кїй,кро́*т.кїй
крѡ́*т.кї-ѧ,крѡ́*т.кї-ѧ
кро́*т.ко-мꙋ,кро́*т.ко-мꙋ
кро́т.цы-и,кро́т.цы-и
крⷭ҇то-ѻ.б*ра́з-нѡ,крⷭ҇то-ѻ.б*ра́з-нѡ
крⷭ҇то-ѻ.б*ра́з-ны-ми,крⷭ҇то-ѻ.б*ра́з-ны-ми
крѣ́п.ка,крѣ́п.ка
крѣ́п.ка-гѡ,крѣ́п.ка-гѡ
крѣ́п.ка-ѧ,крѣ́п.ка-ѧ
крѣ́п.кимъ,крѣ́п.кимъ
крѣ́п.кихъ,крѣ́п.кихъ
крѣ́п.кїй,крѣ́п.кїй
крѣ̑*п.кї-ѧ,крѣ̑*п.кї-ѧ
крѣ́п.ко,крѣ́п.ко
крѣ́п.кѡ,крѣ́п.кѡ
крѣ́п.ко-е,крѣ́п.ко-е
крѣ́п.ко-мꙋ,крѣ́п.ко-мꙋ
крѣ́п.ко-ю,крѣ́п.ко-ю
